T1, T2, T3, T4
1522327329570,1522327329708,1522327329709,1522327329850
1522327329850,1522327329988,1522327329988,1522327330129
1522327330129,1522327330267,1522327330267,1522327330408
1522327330408,1522327330546,1522327330547,1522327330688
1522327330688,1522327330826,1522327330826,1522327330967
1522327330967,1522327331105,1522327331105,1522327331246
1522327331246,1522327331385,1522327331385,1522327331526
1522327331526,1522327331664,1522327331664,1522327331805
1522327331805,1522327331943,1522327331943,1522327332084
1522327332084,1522327332222,1522327332223,1522327332363
1522327332363,1522327332502,1522327332502,1522327332642
1522327332643,1522327332781,1522327332781,1522327332922
1522327332922,1522327333060,1522327333060,1522327333201
1522327333201,1522327333339,1522327333339,1522327333482
1522327333482,1522327333621,1522327333621,1522327333762
1522327333762,1522327333900,1522327333900,1522327334041
1522327334041,1522327334179,1522327334179,1522327334320
1522327334320,1522327334458,1522327334459,1522327334600
1522327334600,1522327334738,1522327334738,1522327334879
1522327334879,1522327335017,1522327335018,1522327335159
1522327335159,1522327335297,1522327335297,1522327335438
1522327335438,1522327335577,1522327335577,1522327335718
1522327335718,1522327335856,1522327335856,1522327335997
1522327335998,1522327336136,1522327336136,1522327336280
1522327336280,1522327336419,1522327336419,1522327337053
1522327337053,1522327337191,1522327337191,1522327337332
1522327337332,1522327337470,1522327337470,1522327337611
1522327337611,1522327337750,1522327337750,1522327337891
1522327337891,1522327338029,1522327338029,1522327338170
1522327338170,1522327338308,1522327338308,1522327338449
1522327338449,1522327338587,1522327338587,1522327338728
1522327338728,1522327338866,1522327338866,1522327339007
1522327339007,1522327339145,1522327339145,1522327339286
1522327339286,1522327339424,1522327339424,1522327339565
1522327339565,1522327339703,1522327339703,1522327339844
1522327339844,1522327339982,1522327339983,1522327340123
1522327340123,1522327340262,1522327340262,1522327340403
1522327340403,1522327340541,1522327340541,1522327340682
1522327340682,1522327340821,1522327340821,1522327340962
1522327340962,1522327341100,1522327341100,1522327341241
1522327341241,1522327341379,1522327341379,1522327341520
1522327341520,1522327341658,1522327341658,1522327341799
1522327341799,1522327341937,1522327341937,1522327342078
1522327342078,1522327342216,1522327342216,1522327342357
1522327342357,1522327342495,1522327342496,1522327342637
1522327342637,1522327342775,1522327342775,1522327342916
1522327342916,1522327343054,1522327343055,1522327343196
1522327343196,1522327343334,1522327343334,1522327343475
1522327343475,1522327343614,1522327343614,1522327343755
1522327343755,1522327343893,1522327343893,1522327344034
1522327344034,1522327344172,1522327344173,1522327344314
1522327344314,1522327344452,1522327344452,1522327344593
1522327344593,1522327344732,1522327344732,1522327344873
1522327344873,1522327345011,1522327345011,1522327345152
1522327345152,1522327345291,1522327345291,1522327345432
1522327345433,1522327345571,1522327345571,1522327345712
1522327345712,1522327345850,1522327345850,1522327345992
1522327345992,1522327346130,1522327346130,1522327346271
1522327346271,1522327346409,1522327346410,1522327346551
1522327346551,1522327346689,1522327346689,1522327346831
1522327346831,1522327346969,1522327346969,1522327347110
1522327347110,1522327347248,1522327347249,1522327347390
1522327347390,1522327347528,1522327347528,1522327347670
1522327347670,1522327347808,1522327347808,1522327347949
1522327347949,1522327348087,1522327348087,1522327348228
1522327348228,1522327348366,1522327348366,1522327348507
1522327348507,1522327348645,1522327348646,1522327348787
1522327348787,1522327348925,1522327348925,1522327349066
1522327349066,1522327349204,1522327349204,1522327349345
1522327349345,1522327349484,1522327349484,1522327349625
1522327349625,1522327349763,1522327349763,1522327349904
1522327349904,1522327350042,1522327350042,1522327350183
1522327350183,1522327350321,1522327350321,1522327350462
1522327350463,1522327350600,1522327350601,1522327350741
1522327350741,1522327350879,1522327350879,1522327351020
1522327351021,1522327351159,1522327351159,1522327351300
1522327351300,1522327351438,1522327351438,1522327351580
1522327351580,1522327351718,1522327351718,1522327351860
1522327351860,1522327351998,1522327351998,1522327352139
1522327352139,1522327352277,1522327352277,1522327352419
1522327352419,1522327352557,1522327352557,1522327352698
1522327352698,1522327352836,1522327352836,1522327352977
1522327352977,1522327353115,1522327353115,1522327353256
1522327353256,1522327353394,1522327353394,1522327353535
1522327353535,1522327353673,1522327353673,1522327353814
1522327353814,1522327353952,1522327353952,1522327354093
1522327354093,1522327354230,1522327354231,1522327354372
1522327354372,1522327354510,1522327354510,1522327354651
1522327354651,1522327354789,1522327354789,1522327354930
1522327354930,1522327355068,1522327355068,1522327355210
1522327355210,1522327355348,1522327355348,1522327355489
1522327355489,1522327355627,1522327355628,1522327355769
1522327355769,1522327355907,1522327355907,1522327356048
1522327356048,1522327356186,1522327356187,1522327356328
1522327356328,1522327356466,1522327356466,1522327356607
1522327356607,1522327356745,1522327356746,1522327356887
1522327356887,1522327357025,1522327357025,1522327357166
1522327357166,1522327357304,1522327357305,1522327357447
1522327357447,1522327357585,1522327357585,1522327357726
