T1,T2,T3,T4
1522327928017,1522327928156,1522327928156,1522327928297
1522327928297,1522327928436,1522327928436,1522327928577
1522327928577,1522327928715,1522327928715,1522327928857
1522327928857,1522327928995,1522327928996,1522327929137
1522327929137,1522327929275,1522327929275,1522327929416
1522327929416,1522327929555,1522327929555,1522327929696
1522327929696,1522327929835,1522327929835,1522327929976
1522327929976,1522327930115,1522327930115,1522327930262
1522327930262,1522327930402,1522327930402,1522327930543
1522327930543,1522327930682,1522327930682,1522327930823
1522327930823,1522327930962,1522327930962,1522327931103
1522327931103,1522327931241,1522327931242,1522327931383
1522327931383,1522327931522,1522327931522,1522327931663
1522327931663,1522327931802,1522327931802,1522327931943
1522327931943,1522327932082,1522327932082,1522327932223
1522327932223,1522327932361,1522327932362,1522327932503
1522327932503,1522327932641,1522327932641,1522327932782
1522327932782,1522327932921,1522327932921,1522327933062
1522327933062,1522327933200,1522327933200,1522327933342
1522327933342,1522327933480,1522327933480,1522327933621
1522327933621,1522327933760,1522327933760,1522327933902
1522327933902,1522327934041,1522327934041,1522327934186
1522327934186,1522327934324,1522327934324,1522327934469
1522327934469,1522327934608,1522327934608,1522327934749
1522327934749,1522327934888,1522327934888,1522327935031
1522327935031,1522327935171,1522327935171,1522327935312
1522327935312,1522327935450,1522327935451,1522327935592
1522327935592,1522327935730,1522327935730,1522327935871
1522327935871,1522327936009,1522327936009,1522327936151
1522327936151,1522327936289,1522327936289,1522327936434
1522327936434,1522327936574,1522327936574,1522327936715
1522327936715,1522327936853,1522327936854,1522327936995
1522327936995,1522327937133,1522327937133,1522327937276
1522327937276,1522327937415,1522327937416,1522327937558
1522327937558,1522327937696,1522327937696,1522327937846
1522327937846,1522327937986,1522327937986,1522327938127
1522327938127,1522327938266,1522327938266,1522327938407
1522327938407,1522327938546,1522327938546,1522327938692
1522327938692,1522327938830,1522327938830,1522327938971
1522327938971,1522327939110,1522327939110,1522327939251
1522327939251,1522327939390,1522327939390,1522327939531
